ano;controle;moradores;tipo_dom;material_parede;material_telhado;comodos;quartos;aluguel;agua;banheiros;energia;rendapc;UF
2015;35000074;2.0;Apartamento;Alvenaria;Telha;5.0;1.0;900.0;Sim;1.0;Sim;2000.0;SP
2015;35000074;1.0;Casa;Alvenaria;Telha;2.0;1.0;550.0;Sim;1.0;Sim;2450.0;SP
2015;35000074;1.0;Apartamento;Alvenaria;Laje;5.0;1.0;760.0;Sim;1.0;Sim;1600.0;SP
2015;35000074;1.0;Casa;Alvenaria;Telha;6.0;1.0;875.0;Sim;2.0;Sim;900.0;SP
2015;35000074;5.0;Casa;Alvenaria;Telha;5.0;2.0;800.0;Sim;1.0;Sim;560.0;SP
2015;35000082;1.0;Casa;Alvenaria;Telha;3.0;1.0;360.0;Sim;1.0;Sim;1700.0;SP
2015;35000082;2.0;Casa;Alvenaria;Telha;8.0;1.0;1080.0;Sim;2.0;Sim;2500.0;SP
2015;35000082;1.0;Casa;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;2200.0;SP
2015;35000082;2.0;Casa;Alvenaria;Telha;7.0;1.0;1180.0;Sim;2.0;Sim;2590.0;SP
2015;35000120;3.0;Casa;Alvenaria;Telha;8.0;2.0;1200.0;Sim;2.0;Sim;1400.0;SP
2015;35000120;3.0;Casa;Alvenaria;Telha;4.0;2.0;800.0;Sim;1.0;Sim;20.0;SP
2015;35000139;2.0;Casa;Alvenaria;Telha;4.0;1.0;650.0;Sim;1.0;Sim;1000.0;SP
2015;35000139;5.0;Casa;Alvenaria;Telha;6.0;3.0;700.0;Sim;1.0;Sim;397.0;SP
2015;35000139;5.0;Casa;Alvenaria;Telha;3.0;2.0;450.0;Sim;1.0;Sim;540.0;SP
2015;35000139;2.0;Casa;Alvenaria;Telha;4.0;1.0;512.0;Sim;1.0;Sim;788.0;SP
2015;35000139;3.0;Casa;Alvenaria;Telha;4.0;2.0;750.0;Sim;1.0;Sim;790.0;SP
2015;35000147;2.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;1503.0;SP
2015;35000147;4.0;Casa;Alvenaria;Telha;4.0;2.0;700.0;Sim;1.0;Sim;8.0;SP
2015;35000147;3.0;Casa;Alvenaria;Telha;5.0;2.0;800.0;Sim;1.0;Sim;533.0;SP
2015;35000155;2.0;Casa;Alvenaria;Telha;3.0;1.0;680.0;Sim;1.0;Sim;1274.0;SP
2015;35000155;4.0;Casa;Alvenaria;Telha;5.0;2.0;1200.0;Sim;2.0;Sim;525.0;SP
2015;35000163;2.0;Casa;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;700.0;SP
2015;35000163;3.0;Casa;Alvenaria;Telha;6.0;3.0;800.0;Sim;2.0;Sim;1066.0;SP
2015;35000163;3.0;Casa;Alvenaria;Telha;5.0;2.0;700.0;Sim;1.0;Sim;567.0;SP
2015;35000163;1.0;Casa;Alvenaria;Telha;6.0;1.0;750.0;Sim;1.0;Sim;3000.0;SP
2015;35000163;4.0;Casa;Alvenaria;Laje;5.0;2.0;300.0;Sim;1.0;Sim;775.0;SP
2015;35000171;2.0;Casa;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;650.0;SP
2015;35000180;5.0;Casa;Alvenaria;Telha;7.0;2.0;743.0;Sim;1.0;Sim;757.0;SP
2015;35000180;1.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;2500.0;SP
2015;35000180;3.0;Casa;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;333.0;SP
2015;35000180;5.0;Casa;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;748.0;SP
2015;35000201;3.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;500.0;SP
2015;35000201;3.0;Casa;Alvenaria;Telha;6.0;2.0;600.0;Sim;2.0;Sim;262.0;SP
2015;35000201;5.0;Casa;Alvenaria;Telha;6.0;3.0;380.0;Sim;1.0;Sim;996.0;SP
2015;35000210;1.0;Casa;Alvenaria;Telha;7.0;1.0;800.0;Sim;2.0;Sim;12000.0;SP
2015;35000210;2.0;Casa;Alvenaria;Telha;4.0;1.0;430.0;Sim;1.0;Sim;888.0;SP
2015;35000210;2.0;Casa;Alvenaria;Telha;6.0;2.0;650.0;Sim;1.0;Sim;3100.0;SP
2015;35000228;3.0;Casa;Alvenaria;Telha;6.0;2.0;550.0;Sim;1.0;Sim;729.0;SP
2015;35000228;5.0;Casa;Alvenaria;Telha;6.0;3.0;350.0;Sim;1.0;Sim;592.0;SP
2015;35000228;2.0;Apartamento;Alvenaria;Laje;5.0;1.0;500.0;Sim;1.0;Sim;1400.0;SP
2015;35000228;3.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;312.0;SP
2015;35000236;4.0;Casa;Alvenaria;Laje;8.0;3.0;750.0;Sim;2.0;Sim;342.0;SP
2015;35000236;5.0;Casa;Alvenaria;Laje;6.0;2.0;620.0;Sim;2.0;Sim;680.0;SP
2015;35000236;4.0;Casa;Alvenaria;Telha;7.0;2.0;380.0;Sim;1.0;Sim;1012.0;SP
2015;35000236;4.0;Casa;Alvenaria;Telha;10.0;3.0;700.0;Sim;2.0;Sim;337.0;SP
2015;35000244;1.0;Apartamento;Alvenaria;Laje;5.0;1.0;650.0;Sim;1.0;Sim;5000.0;SP
2015;35000244;1.0;Apartamento;Alvenaria;Laje;5.0;1.0;680.0;Sim;1.0;Sim;1020.0;SP
2015;35000252;2.0;Casa;Alvenaria;Telha;5.0;2.0;730.0;Sim;2.0;Sim;2294.0;SP
2015;35000252;3.0;Casa;Alvenaria;Telha;7.0;3.0;1500.0;Sim;2.0;Sim;1500.0;SP
2015;35000252;3.0;Apartamento;Alvenaria;Laje;8.0;2.0;1650.0;Sim;3.0;Sim;500.0;SP
2015;35000252;3.0;Casa;Alvenaria;Telha;5.0;2.0;1000.0;Sim;2.0;Sim;800.0;SP
2015;35000260;2.0;Casa;Alvenaria;Telha;5.0;2.0;650.0;Sim;1.0;Sim;2580.0;SP
2015;35000260;5.0;Casa;Alvenaria;Telha;6.0;2.0;760.0;Sim;2.0;Sim;740.0;SP
2015;35000279;3.0;Casa;Alvenaria;Telha;7.0;1.0;800.0;Sim;1.0;Sim;1000.0;SP
2015;35000279;8.0;Casa;Alvenaria;Telha;8.0;5.0;1500.0;Sim;3.0;Sim;1500.0;SP
2015;35000287;4.0;Casa;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;364.0;SP
2015;35000287;6.0;Casa;Alvenaria;Telha;7.0;3.0;300.0;Sim;2.0;Sim;600.0;SP
2015;35000295;1.0;Casa;Alvenaria;Telha;4.0;1.0;400.0;Sim;1.0;Sim;1000.0;SP
2015;35000295;4.0;Casa;Alvenaria;Telha;5.0;1.0;480.0;Sim;1.0;Sim;500.0;SP
2015;35000295;4.0;Casa;Alvenaria;Telha;9.0;3.0;550.0;Sim;3.0;Sim;1065.0;SP
2015;35000309;4.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;275.0;SP
2015;35000317;1.0;Casa;Alvenaria;Telha;9.0;1.0;1900.0;Sim;3.0;Sim;5470.0;SP
2015;35000317;2.0;Casa;Alvenaria;Telha;6.0;2.0;800.0;Sim;1.0;Sim;1844.0;SP
2015;35000317;1.0;Apartamento;Alvenaria;Telha;7.0;1.0;1000.0;Sim;2.0;Sim;3000.0;SP
2015;35000325;3.0;Casa;Alvenaria;Telha;7.0;2.0;1000.0;Sim;2.0;Sim;1266.0;SP
2015;35000325;4.0;Apartamento;Alvenaria;Laje;6.0;2.0;760.0;Sim;1.0;Sim;1150.0;SP
2015;35000325;1.0;Apartamento;Alvenaria;Laje;5.0;1.0;800.0;Sim;1.0;Sim;2887.0;SP
2015;35000333;2.0;Casa;Alvenaria;Telha;4.0;1.0;720.0;Sim;1.0;Sim;1300.0;SP
2015;35000333;2.0;Casa;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;400.0;SP
2015;35000333;3.0;Casa;Alvenaria;Telha;8.0;2.0;800.0;Sim;2.0;Sim;966.0;SP
2015;35000333;4.0;Casa;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;250.0;SP
2015;35000333;3.0;Casa;Alvenaria;Telha;8.0;2.0;750.0;Sim;1.0;Sim;666.0;SP
2015;35000333;2.0;Casa;Alvenaria;Telha;5.0;1.0;700.0;Sim;1.0;Sim;2000.0;SP
2015;35000333;4.0;Casa;Alvenaria;Telha;4.0;1.0;500.0;Sim;1.0;Sim;736.0;SP
2015;35000341;3.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;1266.0;SP
2015;35000350;3.0;Casa;Alvenaria;Laje;7.0;2.0;500.0;Sim;2.0;Sim;666.0;SP
2015;35000350;2.0;Casa;Alvenaria;Telha;8.0;2.0;1100.0;Sim;2.0;Sim;9000.0;SP
2015;35000350;5.0;Casa;Alvenaria;Laje;6.0;2.0;600.0;Sim;1.0;Sim;320.0;SP
2015;35000368;1.0;Casa;Alvenaria;Telha;4.0;1.0;250.0;Sim;1.0;Sim;980.0;SP
2015;35000376;2.0;Casa;Alvenaria;Telha;5.0;1.0;450.0;Sim;1.0;Sim;1550.0;SP
2015;35000392;2.0;Casa;Alvenaria;Telha;6.0;2.0;300.0;Sim;1.0;Sim;5050.0;SP
2015;35000392;2.0;Casa;Alvenaria;Telha;4.0;1.0;250.0;Sim;1.0;Sim;788.0;SP
2015;35000392;2.0;Casa;Alvenaria;Telha;6.0;2.0;300.0;Sim;1.0;Sim;650.0;SP
2015;35000392;1.0;Casa;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;1300.0;SP
2015;35000392;2.0;Casa;Alvenaria;Telha;7.0;1.0;300.0;Sim;1.0;Sim;750.0;SP
2015;35000392;2.0;Casa;Alvenaria;Telha;5.0;2.0;300.0;Sim;1.0;Sim;1450.0;SP
2015;35000414;2.0;Casa;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;150.0;SP
2015;35000414;4.0;Casa;Alvenaria;Telha;6.0;3.0;500.0;Sim;1.0;Sim;17.0;SP
2015;35000414;1.0;Casa;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;788.0;SP
2015;35000414;3.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;833.0;SP
2015;35000414;2.0;Casa;Alvenaria;Telha;3.0;1.0;450.0;Sim;1.0;Sim;500.0;SP
2015;35000414;2.0;Casa;Alvenaria;Telha;3.0;2.0;350.0;Sim;1.0;Sim;744.0;SP
2015;35000422;3.0;Casa;Alvenaria;Laje;8.0;2.0;800.0;Sim;1.0;Sim;2133.0;SP
2015;35000430;5.0;Casa;Alvenaria;Laje;4.0;2.0;600.0;Sim;1.0;Sim;329.0;SP
2015;35000430;4.0;Casa;Alvenaria;Laje;8.0;2.0;700.0;Sim;1.0;Sim;374.0;SP
2015;35000430;2.0;Casa;Alvenaria;Telha;4.0;2.0;530.0;Sim;1.0;Sim;810.0;SP
2015;35000430;3.0;Casa;Alvenaria;Telha;4.0;1.0;650.0;Sim;1.0;Sim;262.0;SP
2015;35000430;4.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;1225.0;SP
2015;35000430;1.0;Casa;Alvenaria;Telha;3.0;1.0;350.0;Sim;1.0;Sim;1400.0;SP
2015;35000457;3.0;Casa;Alvenaria;Telha;8.0;2.0;1100.0;Sim;2.0;Sim;1166.0;SP
2015;35000457;4.0;Casa;Alvenaria;Telha;5.0;2.0;850.0;Sim;1.0;Sim;950.0;SP
2015;35000457;2.0;Casa;Alvenaria;Telha;5.0;2.0;694.0;Sim;1.0;Sim;2102.0;SP
2015;35000457;5.0;Casa;Alvenaria;Laje;7.0;3.0;1050.0;Sim;2.0;Sim;1160.0;SP
2015;35000465;4.0;Casa;Alvenaria;Laje;4.0;1.0;450.0;Sim;1.0;Sim;450.0;SP
2015;35000465;4.0;Casa;Alvenaria;Telha;5.0;2.0;800.0;Sim;1.0;Sim;312.0;SP
2015;35000465;2.0;Casa;Alvenaria;Laje;3.0;1.0;500.0;Sim;1.0;Sim;4000.0;SP
2015;35000481;2.0;Casa;Alvenaria;Telha;8.0;1.0;1000.0;Sim;2.0;Sim;1500.0;SP
2015;35000490;3.0;Casa;Alvenaria;Telha;4.0;1.0;250.0;Sim;1.0;Sim;733.0;SP
2015;35000490;3.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;500.0;SP
2015;35000490;3.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;600.0;SP
2015;35000503;3.0;Casa;Alvenaria;Laje;6.0;3.0;650.0;Sim;1.0;Sim;666.0;SP
2015;35000503;2.0;Casa;Alvenaria;Madeira aparelhada;4.0;1.0;370.0;Sim;1.0;Sim;1050.0;SP
2015;35000503;3.0;Casa;Alvenaria;Madeira aparelhada;7.0;3.0;540.0;Sim;2.0;Sim;1000.0;SP
2015;35000511;2.0;Casa;Alvenaria;Telha;5.0;2.0;700.0;Sim;1.0;Sim;600.0;SP
2015;35000511;3.0;Casa;Alvenaria;Telha;6.0;2.0;500.0;Sim;1.0;Sim;960.0;SP
2015;35000520;3.0;Casa;Alvenaria;Laje;5.0;2.0;320.0;Sim;1.0;Sim;1066.0;SP
2015;35000520;4.0;Casa;Alvenaria;Laje;6.0;3.0;650.0;Sim;2.0;Sim;619.0;SP
2015;35000520;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;936.0;SP
2015;35000520;1.0;Casa;Alvenaria;Laje;5.0;1.0;950.0;Sim;1.0;Sim;2300.0;SP
2015;35000520;2.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;1394.0;SP
2015;35000538;2.0;Casa;Alvenaria;Telha;8.0;2.0;1400.0;Sim;3.0;Sim;1144.0;SP
2015;35000538;1.0;Casa;Alvenaria;Telha;5.0;1.0;500.0;Sim;1.0;Sim;2788.0;SP
2015;35000538;1.0;Apartamento;Alvenaria;Laje;4.0;1.0;550.0;Sim;1.0;Sim;1500.0;SP
2015;35000538;2.0;Apartamento;Alvenaria;Laje;4.0;1.0;630.0;Sim;1.0;Sim;1495.0;SP
2015;35000538;2.0;Casa;Alvenaria;Telha;5.0;1.0;1000.0;Sim;1.0;Sim;1000.0;SP
2015;35000538;2.0;Casa;Alvenaria;Telha;8.0;1.0;1710.0;Sim;2.0;Sim;12500.0;SP
2015;35000546;3.0;Casa;Alvenaria;Telha;5.0;2.0;750.0;Sim;1.0;Sim;1833.0;SP
2015;35000546;4.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;324.0;SP
2015;35000546;3.0;Casa;Alvenaria;Telha;6.0;2.0;750.0;Sim;1.0;Sim;766.0;SP
2015;35000546;3.0;Casa;Alvenaria;Telha;8.0;2.0;1000.0;Sim;2.0;Sim;7100.0;SP
2015;35000546;1.0;Casa;Alvenaria;Telha;4.0;1.0;250.0;Sim;1.0;Sim;1788.0;SP
2015;35000546;4.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;500.0;SP
2015;35000554;4.0;Casa;Alvenaria;Telha;5.0;2.0;650.0;Sim;1.0;Sim;665.0;SP
2015;35000562;2.0;Casa;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;788.0;SP
2015;35000562;7.0;Casa;Alvenaria;Telha;4.0;2.0;500.0;Sim;1.0;Sim;428.0;SP
2015;35000562;5.0;Casa;Alvenaria;Telha;7.0;2.0;700.0;Sim;2.0;Sim;1000.0;SP
2015;35000562;1.0;Casa;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;1240.0;SP
2015;35000562;2.0;Casa;Alvenaria;Telha;5.0;2.0;660.0;Sim;1.0;Sim;1107.0;SP
2015;35000570;4.0;Casa;Alvenaria;Telha;9.0;3.0;800.0;Sim;3.0;Sim;375.0;SP
2015;35000570;2.0;Casa;Alvenaria;Telha;5.0;2.0;800.0;Sim;1.0;Sim;1894.0;SP
2015;35000589;4.0;Casa;Alvenaria;Telha;9.0;3.0;1300.0;Sim;2.0;Sim;475.0;SP
2015;35000589;2.0;Casa;Alvenaria;Telha;8.0;2.0;900.0;Sim;2.0;Sim;1250.0;SP
2015;35000589;3.0;Casa;Alvenaria;Telha;8.0;2.0;1350.0;Sim;2.0;Sim;2500.0;SP
2015;35000589;3.0;Casa;Alvenaria;Telha;9.0;2.0;900.0;Sim;2.0;Sim;530.0;SP
2015;35000589;3.0;Casa;Alvenaria;Telha;7.0;2.0;600.0;Sim;1.0;Sim;1278.0;SP
2015;35000597;5.0;Casa;Alvenaria;Telha;7.0;3.0;700.0;Sim;2.0;Sim;340.0;SP
2015;35000597;4.0;Casa;Alvenaria;Telha;6.0;2.0;1000.0;Sim;2.0;Sim;1825.0;SP
2015;35000600;4.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;323.0;SP
2015;35000600;3.0;Casa;Alvenaria;Telha;4.0;1.0;350.0;Sim;1.0;Sim;744.0;SP
2015;35000600;3.0;Casa;Alvenaria;Telha;3.0;1.0;400.0;Sim;1.0;Sim;466.0;SP
2015;35000600;5.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;464.0;SP
2015;35000600;2.0;Casa;Alvenaria;Telha;3.0;1.0;190.0;Sim;1.0;Sim;750.0;SP
2015;35000600;2.0;Casa;Alvenaria;Telha;4.0;1.0;150.0;Sim;1.0;Sim;1000.0;SP
2015;35000600;3.0;Casa;Alvenaria;Telha;6.0;2.0;400.0;Sim;1.0;Sim;1529.0;SP
2015;35000619;2.0;Casa;Alvenaria;Telha;9.0;1.0;400.0;Sim;1.0;Sim;750.0;SP
2015;35000619;3.0;Casa;Madeira aparelhada;Telha;4.0;2.0;400.0;Sim;1.0;Sim;662.0;SP
2015;35000619;4.0;Casa;Alvenaria;Telha;5.0;2.0;610.0;Sim;1.0;Sim;832.0;SP
2015;35000619;2.0;Casa;Alvenaria;Telha;3.0;1.0;450.0;Sim;1.0;Sim;1594.0;SP
2015;35000627;4.0;Casa;Alvenaria;Telha;6.0;3.0;700.0;Sim;1.0;Sim;1325.0;SP
2015;35000627;3.0;Casa;Alvenaria;Telha;5.0;2.0;1300.0;Sim;1.0;Sim;2725.0;SP
2015;35000627;2.0;Casa;Alvenaria;Telha;4.0;2.0;920.0;Sim;1.0;Sim;3000.0;SP
2015;35000627;7.0;Casa;Alvenaria;Telha;8.0;2.0;350.0;Sim;2.0;Sim;431.0;SP
2015;35000635;3.0;Casa;Alvenaria;Telha;4.0;1.0;360.0;Sim;1.0;Sim;616.0;SP
2015;35000635;3.0;Casa;Alvenaria;Laje;6.0;2.0;550.0;Sim;1.0;Sim;1933.0;SP
2015;35000635;1.0;Casa;Alvenaria;Telha;1.0;1.0;150.0;Sim;0.0;Sim;1100.0;SP
2015;35000643;1.0;Casa;Alvenaria;Laje;4.0;1.0;450.0;Sim;1.0;Sim;1900.0;SP
2015;35000643;3.0;Casa;Alvenaria;Telha;5.0;2.0;550.0;Sim;1.0;Sim;550.0;SP
2015;35000643;4.0;Casa;Alvenaria;Laje;5.0;2.0;400.0;Sim;1.0;Sim;1262.0;SP
2015;35000643;5.0;Casa;Alvenaria;Laje;5.0;2.0;500.0;Sim;1.0;Sim;224.0;SP
2015;35000651;3.0;Casa;Alvenaria;Laje;7.0;2.0;500.0;Sim;2.0;Sim;733.0;SP
2015;35000651;3.0;Casa;Alvenaria;Madeira aparelhada;4.0;1.0;300.0;Sim;1.0;Sim;733.0;SP
2015;35000651;1.0;Casa;Alvenaria;Telha;3.0;1.0;270.0;Sim;1.0;Sim;1530.0;SP
2015;35000651;3.0;Casa;Alvenaria;Laje;5.0;2.0;300.0;Sim;1.0;Sim;1300.0;SP
2015;35000660;1.0;Casa;Alvenaria;Telha;1.0;1.0;150.0;Sim;0.0;Sim;900.0;SP
2015;35000660;4.0;Casa;Alvenaria;Madeira aparelhada;4.0;2.0;400.0;Sim;1.0;Sim;550.0;SP
2015;35000660;3.0;Casa;Alvenaria;Laje;5.0;2.0;800.0;Sim;1.0;Sim;3666.0;SP
2015;35000678;5.0;Casa;Alvenaria;Telha;3.0;1.0;260.0;Sim;1.0;Sim;260.0;SP
2015;35000678;3.0;Casa;Alvenaria;Laje;4.0;1.0;400.0;Sim;1.0;Sim;433.0;SP
2015;35000678;4.0;Casa;Alvenaria;Telha;6.0;3.0;600.0;Sim;1.0;Sim;1100.0;SP
2015;35000686;2.0;Apartamento;Alvenaria;Laje;6.0;2.0;2000.0;Sim;1.0;Sim;2750.0;SP
2015;35000686;1.0;Apartamento;Alvenaria;Telha;5.0;1.0;1300.0;Sim;1.0;Sim;8000.0;SP
2015;35000686;6.0;Apartamento;Alvenaria;Laje;4.0;2.0;1800.0;Sim;1.0;Sim;1041.0;SP
2015;35000686;1.0;Apartamento;Alvenaria;Laje;4.0;1.0;1500.0;Sim;1.0;Sim;3800.0;SP
2015;35000686;4.0;Casa;Alvenaria;Telha;4.0;2.0;1300.0;Sim;2.0;Sim;1925.0;SP
2015;35000686;3.0;Casa;Alvenaria;Laje;3.0;1.0;300.0;Sim;1.0;Sim;1833.0;SP
2015;35000694;1.0;Apartamento;Alvenaria;Laje;7.0;1.0;3000.0;Sim;2.0;Sim;5800.0;SP
2015;35000694;1.0;Apartamento;Alvenaria;Laje;7.0;1.0;2400.0;Sim;1.0;Sim;24000.0;SP
2015;35000694;1.0;Apartamento;Alvenaria;Laje;7.0;1.0;2400.0;Sim;2.0;Sim;22000.0;SP
2015;35000694;1.0;Apartamento;Alvenaria;Laje;4.0;1.0;2300.0;Sim;2.0;Sim;7000.0;SP
2015;35000694;4.0;Apartamento;Alvenaria;Laje;9.0;3.0;2400.0;Sim;2.0;Sim;3000.0;SP
2015;35000694;2.0;Apartamento;Alvenaria;Laje;7.0;1.0;2500.0;Sim;2.0;Sim;10900.0;SP
2015;35000694;4.0;Apartamento;Alvenaria;Laje;6.0;2.0;3500.0;Sim;2.0;Sim;3375.0;SP
2015;35000694;2.0;Apartamento;Alvenaria;Laje;3.0;1.0;3500.0;Sim;1.0;Sim;6000.0;SP
2015;35000708;2.0;Casa;Alvenaria;Laje;3.0;1.0;500.0;Sim;1.0;Sim;958.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;3.0;1.0;500.0;Sim;1.0;Sim;296.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;4.0;2.0;750.0;Sim;1.0;Sim;666.0;SP
2015;35000724;6.0;Casa;Alvenaria;Laje;4.0;2.0;700.0;Sim;1.0;Sim;1048.0;SP
2015;35000724;1.0;Casa;Alvenaria;Laje;3.0;1.0;500.0;Sim;1.0;Sim;1800.0;SP
2015;35000724;4.0;Casa;Alvenaria;Telha;6.0;2.0;394.0;Sim;2.0;Sim;550.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;3.0;2.0;350.0;Sim;1.0;Sim;466.0;SP
2015;35000724;5.0;Casa;Alvenaria;Telha;5.0;2.0;500.0;Sim;1.0;Sim;160.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;4.0;1.0;800.0;Sim;1.0;Sim;600.0;SP
2015;35000724;2.0;Casa;Alvenaria;Telha;2.0;1.0;350.0;Sim;1.0;Sim;394.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;4.0;1.0;650.0;Sim;1.0;Sim;611.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;3.0;1.0;750.0;Sim;1.0;Sim;500.0;SP
2015;35000724;3.0;Casa;Alvenaria;Laje;3.0;2.0;500.0;Sim;1.0;Sim;1100.0;SP
2015;35000724;2.0;Casa;Alvenaria;Laje;4.0;1.0;600.0;Sim;2.0;Sim;935.0;SP
2015;35000732;5.0;Casa;Alvenaria;Telha;14.0;4.0;1600.0;Sim;5.0;Sim;2460.0;SP
2015;35000732;3.0;Casa;Alvenaria;Telha;6.0;2.0;730.0;Sim;1.0;Sim;666.0;SP
2015;35000732;2.0;Casa;Alvenaria;Telha;8.0;2.0;600.0;Sim;1.0;Sim;1569.0;SP
2015;35000740;3.0;Casa;Alvenaria;Telha;14.0;1.0;500.0;Sim;3.0;Sim;76.0;SP
2015;35000740;2.0;Casa;Alvenaria;Telha;5.0;1.0;600.0;Sim;1.0;Sim;1483.0;SP
2015;35000740;4.0;Casa;Alvenaria;Telha;4.0;2.0;300.0;Sim;1.0;Sim;35.0;SP
2015;35000759;2.0;Casa;Alvenaria;Telha;5.0;2.0;350.0;Sim;1.0;Sim;394.0;SP
2015;35000759;4.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;625.0;SP
2015;35000759;2.0;Casa;Alvenaria;Telha;5.0;1.0;680.0;Sim;1.0;Sim;1500.0;SP
2015;35000775;1.0;Casa;Alvenaria;Telha;4.0;1.0;600.0;Sim;1.0;Sim;2500.0;SP
2015;35000783;2.0;Apartamento;Alvenaria;Laje;5.0;1.0;800.0;Sim;2.0;Sim;10000.0;SP
2015;35000783;1.0;Apartamento;Alvenaria;Laje;4.0;1.0;700.0;Sim;1.0;Sim;3500.0;SP
2015;35000783;4.0;Apartamento;Alvenaria;Laje;7.0;3.0;1300.0;Sim;2.0;Sim;1200.0;SP
2015;35000791;2.0;Casa;Alvenaria;Telha;5.0;1.0;550.0;Sim;1.0;Sim;555.0;SP
2015;35000791;2.0;Casa;Alvenaria;Telha;4.0;1.0;300.0;Sim;1.0;Sim;1200.0;SP
2015;35000791;5.0;Casa;Alvenaria;Telha;4.0;2.0;250.0;Sim;1.0;Sim;460.0;SP
2015;35000791;6.0;Casa;Alvenaria;Telha;10.0;3.0;650.0;Sim;2.0;Sim;450.0;SP
2015;35000805;1.0;Casa;Alvenaria;Telha;6.0;1.0;600.0;Sim;1.0;Sim;1600.0;SP
2015;35000805;2.0;Casa;Alvenaria;Telha;6.0;1.0;650.0;Sim;1.0;Sim;600.0;SP
2015;35000813;2.0;Casa;Alvenaria;Telha;4.0;1.0;460.0;Sim;1.0;Sim;615.0;SP
2015;35000821;5.0;Casa;Madeira aparelhada;Telha;3.0;1.0;270.0;Sim;1.0;Sim;4800.0;SP
2015;35000821;5.0;Casa;Madeira aparelhada;Telha;6.0;3.0;250.0;Sim;2.0;Sim;680.0;SP
2015;35000821;2.0;Casa;Alvenaria;Telha;9.0;1.0;800.0;Sim;2.0;Sim;1500.0;SP
2015;35000848;3.0;Casa;Alvenaria;Telha;6.0;2.0;300.0;Sim;1.0;Sim;733.0;SP
2015;35000848;1.0;Apartamento;Alvenaria;Telha;3.0;1.0;300.0;Sim;1.0;Sim;2000.0;SP
2015;35000848;5.0;Casa;Alvenaria;Telha;6.0;3.0;700.0;Sim;1.0;Sim;857.0;SP
2015;35000848;5.0;Casa;Alvenaria;Telha;6.0;2.0;350.0;Sim;1.0;Sim;577.0;SP
2015;35000848;4.0;Casa;Alvenaria;Telha;5.0;1.0;250.0;Sim;1.0;Sim;350.0;SP
2015;35000864;3.0;Casa;Alvenaria;Telha;7.0;2.0;800.0;Sim;2.0;Sim;1666.0;SP
2015;35000864;1.0;Apartamento;Alvenaria;Telha;5.0;1.0;700.0;Sim;1.0;Sim;1300.0;SP
2015;35000864;2.0;Casa;Alvenaria;Telha;5.0;2.0;450.0;Sim;1.0;Sim;3194.0;SP
2015;35000864;2.0;Casa;Alvenaria;Telha;5.0;2.0;400.0;Sim;1.0;Sim;394.0;SP
2015;35000872;3.0;Casa;Alvenaria;Telha;5.0;2.0;600.0;Sim;1.0;Sim;1933.0;SP
